,BICYCLE_IND,PEDESTRIAN_IND,ROAD_DESCRIPTION_AT INTERSECTION,ROAD_DESCRIPTION_PARKING LOT,LIGHT_CONDITION_DARK-LIGHTED,LIGHT_CONDITION_DAY LIGHT
11050,0.0,0.0,1.0,0.0,1.0,0.0
100478,0.0,0.0,0.0,0.0,0.0,1.0
139927,0.0,0.0,0.0,0.0,0.0,1.0
102040,0.0,0.0,0.0,0.0,0.0,1.0
109209,0.0,0.0,1.0,0.0,0.0,1.0
138139,0.0,0.0,1.0,0.0,0.0,1.0
46465,0.0,0.0,0.0,0.0,0.0,1.0
130435,0.0,0.0,1.0,0.0,0.0,1.0
71907,0.0,0.0,0.0,0.0,0.0,0.0
102015,0.0,0.0,0.0,0.0,0.0,1.0
43996,0.0,0.0,0.0,0.0,0.0,1.0
119518,0.0,0.0,0.0,0.0,0.0,1.0
137569,0.0,0.0,0.0,0.0,0.0,1.0
31301,0.0,0.0,1.0,0.0,0.0,1.0
52426,0.0,0.0,1.0,0.0,0.0,1.0
118875,0.0,0.0,0.0,0.0,0.0,1.0
120122,0.0,0.0,0.0,0.0,0.0,1.0
132217,0.0,0.0,0.0,0.0,0.0,1.0
73182,0.0,0.0,0.0,0.0,0.0,1.0
78709,0.0,0.0,0.0,0.0,0.0,1.0
10235,0.0,0.0,0.0,1.0,0.0,1.0
8740,0.0,0.0,1.0,0.0,0.0,0.0
8428,0.0,0.0,0.0,0.0,0.0,1.0
92582,0.0,0.0,1.0,0.0,1.0,0.0
84787,0.0,0.0,1.0,0.0,0.0,1.0
3534,0.0,0.0,0.0,0.0,1.0,0.0
108007,0.0,0.0,0.0,0.0,0.0,1.0
71341,0.0,0.0,1.0,0.0,0.0,1.0
118630,0.0,0.0,0.0,0.0,0.0,1.0
26772,0.0,0.0,0.0,0.0,0.0,1.0
64798,0.0,0.0,0.0,0.0,0.0,1.0
5284,0.0,0.0,0.0,0.0,0.0,1.0
83366,0.0,0.0,1.0,0.0,0.0,1.0
153304,0.0,0.0,1.0,0.0,0.0,1.0
15891,0.0,0.0,0.0,0.0,0.0,1.0
80407,0.0,0.0,0.0,0.0,0.0,1.0
18418,0.0,0.0,0.0,0.0,0.0,0.0
99890,0.0,0.0,1.0,0.0,0.0,1.0
23737,0.0,0.0,0.0,0.0,1.0,0.0
141169,0.0,0.0,0.0,0.0,0.0,1.0
4598,0.0,0.0,0.0,1.0,0.0,1.0
156830,0.0,0.0,0.0,0.0,0.0,1.0
100732,0.0,0.0,0.0,0.0,0.0,1.0
125400,0.0,0.0,0.0,0.0,1.0,0.0
39340,0.0,0.0,0.0,0.0,1.0,0.0
99911,0.0,0.0,0.0,0.0,0.0,1.0
100790,0.0,0.0,0.0,0.0,1.0,0.0
126459,0.0,0.0,1.0,0.0,0.0,1.0
22550,0.0,0.0,1.0,0.0,1.0,0.0
67441,0.0,0.0,0.0,0.0,0.0,1.0
32032,0.0,0.0,1.0,0.0,1.0,0.0
43881,0.0,0.0,0.0,0.0,0.0,1.0
140692,0.0,0.0,0.0,1.0,0.0,1.0
38255,0.0,0.0,0.0,0.0,0.0,0.0
153401,0.0,0.0,1.0,0.0,0.0,1.0
63096,0.0,0.0,0.0,1.0,0.0,1.0
132766,0.0,0.0,0.0,0.0,0.0,1.0
150874,0.0,0.0,0.0,0.0,0.0,1.0
17298,0.0,0.0,0.0,0.0,0.0,1.0
145664,0.0,0.0,0.0,0.0,0.0,1.0
69339,0.0,0.0,0.0,0.0,0.0,1.0
54335,0.0,0.0,0.0,1.0,0.0,1.0
69729,0.0,0.0,1.0,0.0,0.0,1.0
148968,0.0,0.0,1.0,0.0,0.0,1.0
3151,0.0,0.0,1.0,0.0,0.0,1.0
137061,0.0,0.0,1.0,0.0,1.0,0.0
407,0.0,0.0,1.0,0.0,1.0,0.0
85536,0.0,0.0,1.0,0.0,0.0,1.0
37405,0.0,0.0,0.0,0.0,0.0,1.0
47626,0.0,0.0,0.0,0.0,1.0,0.0
153871,0.0,0.0,0.0,0.0,0.0,1.0
103933,0.0,0.0,1.0,0.0,0.0,1.0
18919,0.0,0.0,0.0,0.0,0.0,1.0
147957,0.0,0.0,0.0,0.0,1.0,0.0
35293,0.0,0.0,1.0,0.0,0.0,1.0
40864,0.0,0.0,0.0,0.0,1.0,0.0
75435,0.0,0.0,0.0,0.0,0.0,1.0
28189,0.0,0.0,0.0,0.0,0.0,1.0
117549,0.0,0.0,1.0,0.0,0.0,1.0
55971,0.0,0.0,0.0,0.0,0.0,1.0
78962,0.0,0.0,1.0,0.0,0.0,0.0
27364,0.0,0.0,1.0,0.0,0.0,0.0
50906,0.0,0.0,0.0,0.0,0.0,1.0
108788,0.0,0.0,0.0,0.0,0.0,1.0
128300,0.0,0.0,0.0,1.0,0.0,1.0
50850,0.0,0.0,0.0,1.0,1.0,0.0
74078,0.0,0.0,0.0,0.0,0.0,1.0
8385,0.0,0.0,1.0,0.0,1.0,0.0
61938,0.0,0.0,0.0,1.0,0.0,1.0
86501,0.0,0.0,0.0,1.0,1.0,0.0
132796,0.0,0.0,0.0,0.0,0.0,1.0
111949,0.0,0.0,0.0,0.0,1.0,0.0
128949,0.0,0.0,1.0,0.0,1.0,0.0
56286,0.0,0.0,0.0,0.0,1.0,0.0
127514,0.0,0.0,0.0,1.0,0.0,1.0
143864,0.0,0.0,1.0,0.0,0.0,1.0
136081,0.0,0.0,0.0,0.0,0.0,1.0
105922,0.0,0.0,0.0,0.0,1.0,0.0
93564,0.0,0.0,0.0,0.0,0.0,1.0
107654,0.0,0.0,0.0,0.0,0.0,1.0
68548,0.0,0.0,0.0,0.0,0.0,1.0
78456,0.0,0.0,0.0,0.0,0.0,1.0
100466,0.0,0.0,0.0,0.0,0.0,0.0
9224,0.0,0.0,0.0,0.0,1.0,0.0
89755,0.0,0.0,0.0,0.0,0.0,1.0
87696,0.0,0.0,0.0,0.0,1.0,0.0
85170,0.0,0.0,1.0,0.0,0.0,1.0
17427,0.0,0.0,0.0,0.0,0.0,1.0
15991,0.0,0.0,0.0,0.0,0.0,1.0
33234,0.0,0.0,0.0,0.0,0.0,1.0
49385,0.0,0.0,0.0,1.0,0.0,1.0
103016,0.0,0.0,1.0,0.0,0.0,1.0
138287,0.0,0.0,0.0,1.0,1.0,0.0
127618,0.0,0.0,0.0,0.0,0.0,1.0
19289,0.0,0.0,0.0,0.0,0.0,1.0
112088,0.0,0.0,1.0,0.0,0.0,1.0
154543,0.0,0.0,0.0,0.0,0.0,1.0
39618,0.0,0.0,1.0,0.0,0.0,1.0
15766,0.0,0.0,0.0,0.0,0.0,1.0
152888,0.0,0.0,0.0,0.0,1.0,0.0
55654,0.0,0.0,0.0,0.0,1.0,0.0
130965,0.0,0.0,0.0,0.0,0.0,1.0
91600,0.0,0.0,0.0,0.0,0.0,1.0
148340,0.0,0.0,0.0,1.0,0.0,1.0
122116,0.0,0.0,0.0,0.0,0.0,1.0
72729,0.0,0.0,0.0,0.0,0.0,1.0
61127,0.0,0.0,0.0,0.0,1.0,0.0
60641,0.0,0.0,0.0,0.0,0.0,1.0
19610,0.0,0.0,0.0,0.0,1.0,0.0
38740,0.0,0.0,0.0,0.0,0.0,1.0
2341,0.0,0.0,0.0,0.0,0.0,1.0
145611,0.25,0.0,1.0,0.0,0.0,1.0
36171,0.0,0.0,1.0,0.0,0.0,0.0
140021,0.0,0.0,0.0,0.0,0.0,0.0
82279,0.0,0.0,1.0,0.0,0.0,1.0
78781,0.0,0.0,1.0,0.0,0.0,1.0
105470,0.0,0.0,0.0,0.0,0.0,1.0
95497,0.0,0.0,0.0,0.0,0.0,1.0
35013,0.0,0.0,0.0,0.0,0.0,1.0
108325,0.0,0.0,1.0,0.0,0.0,1.0
63675,0.0,0.0,1.0,0.0,0.0,1.0
110317,0.0,0.0,0.0,1.0,0.0,1.0
6977,0.0,0.0,0.0,0.0,0.0,1.0
15574,0.0,0.0,0.0,0.0,1.0,0.0
630,0.0,0.0,1.0,0.0,0.0,1.0
28390,0.0,0.0,1.0,0.0,1.0,0.0
35701,0.0,0.0,0.0,0.0,0.0,1.0
38396,0.0,0.0,1.0,0.0,0.0,1.0
13255,0.0,0.0,0.0,0.0,1.0,0.0
116823,0.0,0.0,0.0,0.0,0.0,1.0
55740,0.0,0.0,0.0,1.0,0.0,1.0
18202,0.0,0.0,0.0,0.0,0.0,0.0
85235,0.0,0.0,0.0,1.0,0.0,1.0
97617,0.0,0.0,1.0,0.0,0.0,1.0
72039,0.0,0.0,0.0,0.0,0.0,1.0
50212,0.0,0.0,0.0,0.0,0.0,1.0
23615,0.0,0.0,1.0,0.0,0.0,1.0
73809,0.0,0.0,1.0,0.0,0.0,1.0
97673,0.0,0.0,0.0,0.0,0.0,0.0
29130,0.0,0.0,0.0,0.0,0.0,1.0
106860,0.0,0.0,0.0,0.0,0.0,1.0
127133,0.25,0.0,0.0,0.0,0.0,1.0
150962,0.0,0.0,0.0,0.0,0.0,1.0
155656,0.0,0.0,0.0,0.0,0.0,1.0
31683,0.0,0.0,1.0,0.0,0.0,1.0
11355,0.0,0.0,0.0,0.0,0.0,1.0
29139,0.0,0.0,0.0,0.0,0.0,0.0
146856,0.0,0.0,0.0,0.0,1.0,0.0
134996,0.0,0.0,1.0,0.0,0.0,1.0
71670,0.0,0.0,0.0,0.0,0.0,1.0
111446,0.0,0.25,1.0,0.0,1.0,0.0
22784,0.0,0.0,0.0,0.0,0.0,1.0
64651,0.0,0.25,1.0,0.0,0.0,1.0
23714,0.0,0.0,0.0,0.0,0.0,1.0
148134,0.0,0.0,1.0,0.0,0.0,0.0
41776,0.0,0.0,0.0,0.0,0.0,1.0
42102,0.25,0.0,0.0,0.0,1.0,0.0
143446,0.0,0.0,0.0,1.0,0.0,1.0
99181,0.0,0.0,1.0,0.0,1.0,0.0
98449,0.0,0.0,0.0,0.0,0.0,1.0
131684,0.0,0.0,0.0,0.0,0.0,1.0
155690,0.0,0.0,0.0,0.0,0.0,1.0
157233,0.0,0.0,1.0,0.0,0.0,1.0
78523,0.0,0.0,0.0,0.0,0.0,1.0
61913,0.0,0.0,0.0,1.0,0.0,1.0
136180,0.0,0.0,0.0,1.0,1.0,0.0
126958,0.0,0.0,0.0,0.0,0.0,1.0
132924,0.0,0.0,0.0,0.0,0.0,1.0
3470,0.0,0.0,1.0,0.0,1.0,0.0
117096,0.0,0.0,0.0,0.0,0.0,1.0
42490,0.0,0.0,0.0,0.0,0.0,1.0
116980,0.0,0.0,1.0,0.0,0.0,1.0
89858,0.0,0.0,1.0,0.0,0.0,1.0
129851,0.0,0.0,0.0,0.0,0.0,1.0
31536,0.0,0.0,0.0,0.0,0.0,1.0
65024,0.0,0.0,0.0,0.0,0.0,1.0
67750,0.0,0.0,1.0,0.0,0.0,1.0
137117,0.0,0.0,1.0,0.0,0.0,1.0
65699,0.0,0.0,0.0,0.0,0.0,1.0
58327,0.0,0.0,0.0,0.0,0.0,1.0
45483,0.0,0.0,0.0,0.0,0.0,1.0
14320,0.0,0.0,1.0,0.0,0.0,1.0
40819,0.0,0.0,0.0,0.0,1.0,0.0
92053,0.0,0.0,0.0,0.0,0.0,1.0
55001,0.0,0.0,0.0,0.0,1.0,0.0
76849,0.0,0.0,0.0,0.0,0.0,1.0
40149,0.0,0.0,1.0,0.0,0.0,1.0
50729,0.0,0.0,1.0,0.0,0.0,1.0
62696,0.0,0.0,0.0,0.0,0.0,1.0
87669,0.0,0.0,0.0,0.0,1.0,0.0
90616,0.0,0.0,1.0,0.0,1.0,0.0
32547,0.0,0.0,1.0,0.0,0.0,1.0
54089,0.0,0.0,0.0,0.0,1.0,0.0
54298,0.0,0.0,0.0,0.0,1.0,0.0
22048,0.0,0.0,0.0,0.0,0.0,1.0
31833,0.0,0.0,0.0,0.0,0.0,0.0
24926,0.0,0.0,1.0,0.0,0.0,1.0
122857,0.0,0.0,0.0,1.0,0.0,1.0
98565,0.0,0.0,0.0,0.0,0.0,1.0
85327,0.0,0.0,1.0,0.0,0.0,1.0
8577,0.0,0.0,0.0,0.0,1.0,0.0
12421,0.0,0.0,1.0,0.0,0.0,1.0
100409,0.0,0.0,0.0,0.0,0.0,0.0
135507,0.0,0.0,0.0,0.0,1.0,0.0
66710,0.0,0.0,0.0,1.0,0.0,0.0
91958,0.0,0.0,0.0,0.0,0.0,1.0
85729,0.0,0.0,0.0,0.0,0.0,1.0
60872,0.0,0.0,1.0,0.0,1.0,0.0
158438,0.0,0.0,0.0,0.0,1.0,0.0
140058,0.0,0.0,0.0,0.0,0.0,1.0
14015,0.0,0.0,0.0,0.0,0.0,1.0
31263,0.0,0.0,0.0,0.0,0.0,1.0
9918,0.0,0.0,0.0,0.0,0.0,1.0
98293,0.0,0.0,1.0,0.0,0.0,1.0
84859,0.0,0.0,1.0,0.0,0.0,1.0
143987,0.0,0.0,0.0,0.0,0.0,1.0
97488,0.0,0.0,1.0,0.0,0.0,1.0
97711,0.0,0.0,1.0,0.0,0.0,1.0
18668,0.0,0.0,0.0,0.0,0.0,1.0
31236,0.0,0.0,0.0,0.0,0.0,1.0
85632,0.0,0.0,1.0,0.0,0.0,1.0
79427,0.0,0.0,0.0,0.0,1.0,0.0
157294,0.0,0.0,1.0,0.0,0.0,1.0
151641,0.0,0.0,1.0,0.0,0.0,1.0
88733,0.0,0.0,0.0,0.0,0.0,1.0
135031,0.0,0.0,0.0,0.0,0.0,1.0
142843,0.0,0.0,0.0,0.0,0.0,1.0
108273,0.0,0.0,0.0,0.0,0.0,1.0
152581,0.0,0.0,0.0,0.0,0.0,1.0
132087,0.0,0.0,0.0,0.0,0.0,1.0
16995,0.0,0.0,0.0,0.0,0.0,1.0
47356,0.0,0.0,0.0,0.0,0.0,1.0
113812,0.0,0.0,1.0,0.0,1.0,0.0
22775,0.0,0.0,0.0,0.0,0.0,1.0
152749,0.0,0.0,1.0,0.0,0.0,1.0
38053,0.0,0.0,0.0,0.0,0.0,1.0
116398,0.0,0.0,0.0,0.0,0.0,0.0
16013,0.0,0.0,0.0,0.0,0.0,1.0
22619,0.0,0.0,0.0,0.0,0.0,1.0
11880,0.0,0.0,0.0,0.0,0.0,1.0
91001,0.0,0.0,0.0,0.0,0.0,1.0
100251,0.0,0.0,0.0,0.0,0.0,1.0
156008,0.0,0.0,0.0,0.0,0.0,1.0
120072,0.0,0.0,0.0,0.0,0.0,1.0
101047,0.0,0.0,0.0,0.0,0.0,1.0
124678,0.0,0.0,0.0,0.0,1.0,0.0
144189,0.0,0.0,0.0,0.0,0.0,1.0
123464,0.0,0.0,0.0,0.0,0.0,1.0
156369,0.0,0.0,0.0,0.0,1.0,0.0
43478,0.0,0.0,0.0,0.0,0.0,1.0
135007,0.0,0.0,0.0,0.0,0.0,1.0
53603,0.0,0.0,0.0,0.0,0.0,1.0
147259,0.0,0.0,0.0,0.0,1.0,0.0
92134,0.0,0.0,0.0,0.0,1.0,0.0
100229,0.0,0.0,1.0,0.0,0.0,1.0
55728,0.0,0.0,1.0,0.0,0.0,1.0
72309,0.0,0.0,0.0,0.0,1.0,0.0
52183,0.0,0.0,0.0,0.0,0.0,1.0
135816,0.25,0.0,1.0,0.0,0.0,1.0
39516,0.0,0.0,1.0,0.0,0.0,0.0
17005,0.0,0.0,0.0,0.0,0.0,1.0
75083,0.0,0.0,0.0,0.0,0.0,1.0
134647,0.0,0.0,0.0,1.0,0.0,1.0
154537,0.0,0.0,1.0,0.0,0.0,1.0
26570,0.0,0.0,0.0,0.0,0.0,1.0
22220,0.0,0.0,0.0,0.0,0.0,1.0
129899,0.0,0.0,0.0,0.0,0.0,1.0
27316,0.0,0.0,1.0,0.0,0.0,1.0
141547,0.0,0.0,0.0,0.0,0.0,1.0
157526,0.0,0.0,1.0,0.0,0.0,1.0
143682,0.0,0.0,1.0,0.0,1.0,0.0
107966,0.0,0.0,1.0,0.0,0.0,1.0
55579,0.0,0.0,0.0,0.0,0.0,1.0
46211,0.0,0.0,1.0,0.0,0.0,1.0
55308,0.0,0.0,0.0,0.0,0.0,1.0
43485,0.0,0.0,0.0,0.0,0.0,1.0
55289,0.0,0.0,0.0,0.0,0.0,1.0
75217,0.0,0.0,1.0,0.0,0.0,1.0
153821,0.0,0.0,0.0,0.0,0.0,1.0
111101,0.0,0.0,0.0,0.0,0.0,1.0
69385,0.0,0.0,0.0,0.0,0.0,1.0
77391,0.0,0.0,0.0,0.0,0.0,0.0
106784,0.0,0.0,0.0,0.0,0.0,1.0
130803,0.0,0.0,0.0,1.0,0.0,1.0
75154,0.0,0.0,0.0,0.0,0.0,1.0
45364,0.0,0.0,0.0,0.0,1.0,0.0
139826,0.0,0.0,0.0,0.0,0.0,1.0
157210,0.0,0.0,0.0,0.0,0.0,1.0
96724,0.0,0.0,0.0,0.0,1.0,0.0
153906,0.0,0.0,1.0,0.0,0.0,1.0
155621,0.0,0.0,1.0,0.0,1.0,0.0
60041,0.0,0.0,0.0,0.0,0.0,1.0
126047,0.0,0.0,1.0,0.0,0.0,1.0
133390,0.0,0.0,0.0,0.0,0.0,1.0
96864,0.0,0.0,0.0,0.0,0.0,1.0
130214,0.0,0.0,1.0,0.0,0.0,1.0
69,0.0,0.0,0.0,0.0,0.0,1.0
93788,0.0,0.0,0.0,0.0,0.0,1.0
90505,0.0,0.0,0.0,0.0,0.0,1.0
43084,0.0,0.0,1.0,0.0,1.0,0.0
130532,0.0,0.0,0.0,0.0,0.0,1.0
16644,0.0,0.0,1.0,0.0,0.0,1.0
7530,0.0,0.0,0.0,0.0,0.0,1.0
84571,0.0,0.0,0.0,0.0,0.0,1.0
123562,0.0,0.0,0.0,0.0,0.0,1.0
19889,0.0,0.0,0.0,0.0,0.0,1.0
132494,0.0,0.0,1.0,0.0,0.0,1.0
36601,0.0,0.0,0.0,0.0,0.0,1.0
18880,0.0,0.0,1.0,0.0,1.0,0.0
51871,0.0,0.0,0.0,0.0,1.0,0.0
308,0.0,0.0,0.0,0.0,0.0,1.0
142194,0.0,0.0,1.0,0.0,0.0,1.0
36340,0.0,0.25,1.0,0.0,0.0,1.0
119589,0.0,0.0,0.0,0.0,0.0,1.0
53859,0.0,0.0,0.0,0.0,1.0,0.0
74974,0.0,0.0,0.0,0.0,0.0,1.0
146696,0.0,0.0,0.0,0.0,0.0,1.0
95934,0.0,0.0,1.0,0.0,0.0,1.0
154322,0.0,0.0,1.0,0.0,0.0,1.0
157981,0.0,0.0,0.0,0.0,0.0,1.0
145424,0.0,0.0,0.0,0.0,0.0,1.0
22109,0.0,0.0,0.0,0.0,0.0,1.0
142870,0.0,0.0,0.0,1.0,0.0,1.0
63007,0.0,0.0,0.0,0.0,1.0,0.0
36627,0.0,0.0,1.0,0.0,0.0,1.0
104833,0.0,0.0,0.0,0.0,0.0,1.0
31641,0.0,0.0,0.0,0.0,0.0,1.0
1760,0.0,0.25,0.0,0.0,0.0,1.0
36745,0.0,0.0,1.0,0.0,0.0,1.0
87889,0.0,0.0,0.0,0.0,0.0,1.0
91358,0.0,0.0,0.0,0.0,0.0,1.0
123819,0.0,0.0,0.0,0.0,0.0,1.0
151653,0.0,0.0,0.0,1.0,1.0,0.0
15129,0.0,0.0,1.0,0.0,0.0,1.0
103639,0.0,0.0,1.0,0.0,0.0,1.0
87992,0.0,0.0,0.0,0.0,0.0,1.0
69939,0.25,0.0,1.0,0.0,0.0,1.0
148113,0.0,0.0,0.0,0.0,0.0,1.0
126721,0.0,0.0,0.0,0.0,0.0,1.0
92191,0.0,0.0,0.0,0.0,0.0,1.0
131645,0.0,0.0,0.0,0.0,0.0,0.0
120780,0.0,0.0,0.0,0.0,0.0,1.0
74408,0.0,0.0,0.0,0.0,0.0,1.0
121744,0.0,0.0,0.0,0.0,1.0,0.0
146457,0.0,0.0,1.0,0.0,0.0,1.0
37632,0.0,0.0,0.0,0.0,0.0,1.0
61556,0.0,0.0,0.0,0.0,1.0,0.0
135287,0.0,0.0,1.0,0.0,0.0,1.0
105686,0.0,0.0,0.0,0.0,0.0,0.0
72736,0.0,0.0,0.0,0.0,1.0,0.0
42278,0.0,0.0,0.0,0.0,0.0,1.0
139935,0.0,0.0,0.0,0.0,1.0,0.0
48115,0.0,0.0,1.0,0.0,0.0,1.0
139855,0.0,0.0,0.0,1.0,1.0,0.0
26093,0.0,0.0,1.0,0.0,1.0,0.0
3526,0.0,0.0,0.0,0.0,1.0,0.0
21930,0.0,0.0,0.0,0.0,0.0,1.0
17746,0.0,0.0,0.0,0.0,0.0,1.0
144234,0.0,0.0,0.0,0.0,0.0,1.0
62539,0.0,0.0,1.0,0.0,0.0,1.0
148689,0.0,0.0,0.0,0.0,0.0,1.0
152308,0.0,0.0,1.0,0.0,0.0,1.0
77770,0.0,0.0,1.0,0.0,0.0,0.0
100143,0.0,0.0,0.0,0.0,0.0,1.0
138802,0.0,0.0,0.0,0.0,0.0,1.0
83742,0.0,0.0,0.0,0.0,0.0,1.0
2026,0.0,0.0,0.0,0.0,1.0,0.0
88882,0.0,0.0,0.0,0.0,0.0,1.0
16265,0.0,0.0,1.0,0.0,0.0,1.0
67949,0.0,0.0,0.0,0.0,1.0,0.0
137287,0.0,0.0,0.0,0.0,0.0,1.0
143952,0.25,0.0,1.0,0.0,0.0,1.0
100153,0.0,0.0,0.0,0.0,0.0,1.0
47203,0.0,0.0,0.0,0.0,0.0,1.0
77082,0.0,0.25,1.0,0.0,0.0,1.0
103280,0.0,0.0,0.0,0.0,0.0,1.0
151033,0.0,0.0,0.0,0.0,0.0,1.0
20440,0.0,0.0,0.0,0.0,0.0,1.0
27431,0.0,0.0,0.0,0.0,0.0,1.0
15693,0.0,0.0,0.0,0.0,0.0,1.0
137886,0.0,0.0,0.0,0.0,0.0,1.0
54270,0.0,0.0,0.0,0.0,1.0,0.0
143422,0.0,0.0,1.0,0.0,1.0,0.0
67930,0.0,0.0,0.0,0.0,0.0,1.0
18075,0.0,0.0,1.0,0.0,0.0,1.0
33017,0.0,0.0,0.0,0.0,1.0,0.0
33823,0.0,0.0,0.0,0.0,0.0,0.0
145416,0.0,0.0,0.0,0.0,0.0,1.0
97461,0.0,0.0,0.0,0.0,1.0,0.0
26680,0.0,0.0,0.0,1.0,0.0,1.0
58107,0.0,0.0,0.0,0.0,0.0,1.0
114968,0.0,0.0,0.0,0.0,1.0,0.0
151758,0.0,0.0,1.0,0.0,0.0,1.0
84555,0.25,0.0,1.0,0.0,0.0,1.0
53913,0.0,0.0,0.0,0.0,1.0,0.0
35680,0.0,0.0,1.0,0.0,0.0,1.0
93146,0.0,0.0,0.0,0.0,0.0,1.0
89557,0.0,0.0,0.0,0.0,0.0,1.0
107992,0.0,0.0,0.0,1.0,1.0,0.0
49374,0.0,0.0,0.0,0.0,0.0,1.0
27684,0.0,0.0,0.0,0.0,0.0,1.0
67678,0.0,0.0,0.0,0.0,0.0,1.0
20274,0.0,0.0,0.0,0.0,1.0,0.0
31149,0.0,0.0,0.0,0.0,0.0,1.0
68744,0.0,0.0,0.0,0.0,1.0,0.0
134459,0.0,0.0,0.0,1.0,0.0,1.0
19104,0.0,0.0,0.0,0.0,0.0,1.0
14234,0.0,0.0,0.0,0.0,1.0,0.0
2325,0.0,0.0,1.0,0.0,0.0,1.0
138102,0.0,0.0,0.0,0.0,0.0,1.0
142655,0.0,0.0,1.0,0.0,1.0,0.0
59041,0.0,0.0,0.0,0.0,0.0,1.0
34845,0.0,0.0,1.0,0.0,0.0,1.0
64945,0.0,0.0,0.0,1.0,0.0,1.0
115763,0.0,0.0,0.0,0.0,1.0,0.0
44368,0.25,0.0,1.0,0.0,0.0,1.0
79275,0.0,0.0,0.0,0.0,0.0,1.0
81667,0.0,0.0,0.0,0.0,1.0,0.0
9646,0.0,0.0,0.0,0.0,0.0,0.0
157299,0.0,0.0,1.0,0.0,0.0,1.0
4807,0.0,0.0,0.0,0.0,1.0,0.0
99616,0.0,0.0,0.0,0.0,1.0,0.0
85556,0.0,0.25,1.0,0.0,0.0,1.0
156315,0.0,0.0,0.0,0.0,1.0,0.0
56818,0.0,0.0,0.0,0.0,1.0,0.0
128900,0.0,0.0,1.0,0.0,0.0,0.0
143107,0.0,0.0,0.0,0.0,0.0,1.0
26625,0.0,0.0,0.0,0.0,0.0,0.0
22611,0.0,0.0,0.0,0.0,0.0,1.0
125129,0.0,0.0,1.0,0.0,0.0,1.0
74510,0.0,0.0,1.0,0.0,0.0,1.0
63275,0.0,0.0,0.0,0.0,0.0,1.0
19348,0.0,0.0,0.0,0.0,0.0,1.0
138383,0.0,0.0,0.0,0.0,0.0,1.0
99728,0.0,0.0,1.0,0.0,0.0,1.0
138522,0.0,0.0,0.0,0.0,0.0,1.0
40634,0.0,0.0,1.0,0.0,1.0,0.0
84289,0.0,0.0,1.0,0.0,0.0,0.0
77649,0.0,0.0,0.0,0.0,0.0,1.0
155897,0.0,0.0,0.0,0.0,1.0,0.0
86370,0.0,0.0,0.0,0.0,0.0,1.0
148499,0.0,0.0,0.0,0.0,1.0,0.0
160,0.0,0.0,0.0,0.0,0.0,1.0
80674,0.0,0.0,1.0,0.0,1.0,0.0
38018,0.0,0.0,0.0,0.0,0.0,1.0
124463,0.0,0.0,0.0,0.0,0.0,0.0
159579,0.0,0.0,1.0,0.0,0.0,1.0
159433,0.0,0.0,0.0,0.0,0.0,1.0
135126,0.25,0.0,1.0,0.0,0.0,1.0
159156,0.0,0.0,0.0,0.0,0.0,1.0
48467,0.0,0.0,0.0,0.0,0.0,1.0
121373,0.0,0.0,0.0,0.0,1.0,0.0
42117,0.0,0.0,0.0,0.0,1.0,0.0
141908,0.0,0.0,0.0,0.0,0.0,1.0
36367,0.0,0.0,0.0,0.0,0.0,1.0
152656,0.0,0.0,1.0,0.0,0.0,1.0
112535,0.0,0.0,0.0,0.0,1.0,0.0
140560,0.0,0.0,1.0,0.0,0.0,1.0
62202,0.0,0.0,1.0,0.0,0.0,1.0
50293,0.0,0.0,1.0,0.0,0.0,1.0
147981,0.0,0.0,0.0,0.0,0.0,1.0
13836,0.0,0.0,0.0,0.0,0.0,1.0
12179,0.0,0.0,0.0,0.0,0.0,1.0
71848,0.0,0.0,0.0,0.0,0.0,1.0
56736,0.0,0.0,0.0,0.0,0.0,1.0
27406,0.0,0.0,0.0,0.0,1.0,0.0
111287,0.0,0.0,1.0,0.0,0.0,1.0
20798,0.0,0.0,1.0,0.0,0.0,0.0
101142,0.0,0.0,1.0,0.0,0.0,1.0
42759,0.0,0.0,1.0,0.0,1.0,0.0
20539,0.0,0.0,0.0,0.0,0.0,1.0
52457,0.0,0.0,1.0,0.0,0.0,0.0
99963,0.0,0.0,0.0,0.0,0.0,1.0
17700,0.0,0.0,1.0,0.0,1.0,0.0
40375,0.0,0.0,1.0,0.0,0.0,0.0
133542,0.0,0.0,0.0,0.0,0.0,1.0
10563,0.0,0.0,1.0,0.0,1.0,0.0
72506,0.0,0.0,0.0,0.0,0.0,0.0
55242,0.0,0.0,0.0,0.0,0.0,1.0
120677,0.0,0.0,0.0,1.0,1.0,0.0
2134,0.0,0.0,0.0,0.0,1.0,0.0
110870,0.0,0.0,0.0,0.0,0.0,1.0
88477,0.0,0.0,1.0,0.0,0.0,1.0
155106,0.0,0.0,0.0,1.0,0.0,1.0
109849,0.0,0.0,1.0,0.0,0.0,1.0
76604,0.0,0.0,0.0,0.0,1.0,0.0
52034,0.0,0.0,0.0,0.0,0.0,1.0
52612,0.0,0.0,1.0,0.0,1.0,0.0
145755,0.0,0.0,0.0,0.0,0.0,1.0
5499,0.0,0.0,0.0,0.0,0.0,1.0
13527,0.0,0.0,1.0,0.0,0.0,1.0
42367,0.0,0.0,0.0,0.0,0.0,1.0
65470,0.0,0.0,1.0,0.0,0.0,1.0
67016,0.0,0.0,0.0,0.0,0.0,1.0
